Nickname,Control,MannWhitney_any_dim_significant,MannWhitney_significant_dims,MannWhitney_corrected_pvals,MannWhitney_raw_pvals,MannWhitney_dims_tested,Permutation_stat,Permutation_pval,Mahalanobis_stat,Mahalanobis_pval,Permutation_FDR_significant,Permutation_FDR_pval,Mahalanobis_FDR_significant,Mahalanobis_FDR_pval
9998 (OR67d-GAL4),Empty-Gal4,False,[],"[0.5500779864018184, 0.08524081330363903, 0.861855796318015, 0.5500779864018184, 0.861855796318015, 0.861855796318015]","[0.2750389932009092, 0.014206802217273171, 0.861855796318015, 0.20006609056316782, 0.7159745798891979, 0.812432208131742]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",3.7324933919147623,0.000999000999000999,0.9818654557061913,0.14585414585414586,True,0.039760239760239756,False,0.3359054738365083
854 (OK107-Gal4),Empty-Gal4,True,"['PCA2', 'PCA3', 'PCA4', 'PCA6']","[0.22319125752825608, 1.8365125227479104e-05, 0.00018820268496573696, 0.0005832689025035059, 0.22319125752825608, 0.008450424280614129]","[0.21140013326822704, 3.0608542045798505e-06, 6.273422832191232e-05, 0.00029163445125175296, 0.22319125752825608, 0.005633616187076086]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",11.807927312544747,0.000999000999000999,1.7038233465648975,0.000999000999000999,True,0.039760239760239756,True,0.033133533133533136
9983 (OR47b-GAL4),Empty-Gal4,False,[],"[0.911826411753384, 0.413267701392726, 0.911826411753384, 0.911826411753384, 0.911826411753384, 0.7445060814201021]","[0.812432208131742, 0.068877950232121, 0.537265926636113, 0.8370636154898536, 0.911826411753384, 0.2481686938067007]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.2346843400635203,0.4085914085914086,0.9710416965582002,0.1968031968031968,False,0.6205007114098023,False,0.3765753477291938
9941 (GR63a mutant),TNTxPR,False,[],"[0.9621482836066155, 0.9621482836066155, 0.9621482836066155, 0.9621482836066155, 0.9621482836066155, 0.9621482836066155]","[0.886784835609217, 0.8370636154898536, 0.5166025822370435, 0.9621482836066155, 0.18918230992030094, 0.43825357196871007]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.0892189583745313,0.4115884115884116,0.8351286868416474,0.46053946053946054,False,0.6205007114098023,False,0.5825630066136395
86703 (LH1531),Empty-Split,True,['PCA1'],"[0.030660035924484342, 0.6857620898833751, 0.6857620898833751, 0.37474066080805196, 0.9369558676699575, 0.9369558676699575]","[0.005110005987414057, 0.45717472658891667, 0.36721620202250527, 0.12491355360268398, 0.911826411753384, 0.9369558676699575]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.2097329766895641,0.5954045954045954,0.6591856285390802,0.7522477522477522,False,0.7173609523007114,False,0.8270569209795728
86707 (LH578),Empty-Split,False,[],"[0.525904286362452, 0.861855796318015, 0.525904286362452, 0.525904286362452, 0.525904286362452, 0.525904286362452]","[0.43825357196871007, 0.861855796318015, 0.20006609056316782, 0.43825357196871007, 0.41979076804604143, 0.3345561838743112]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.3453491855716972,0.17482517482517482,0.8694401568580059,0.3356643356643357,False,0.4560733384262796,False,0.47373902693051634
9943 (GR63a-GAL4),Empty-Gal4,True,"['PCA1', 'PCA2', 'PCA3', 'PCA5']","[0.0002751907114162351, 0.0002751907114162351, 0.003397074989919967, 0.9369558676699575, 0.0002751907114162351, 0.525904286362452]","[0.00013759535570811754, 0.0001063061735187313, 0.0022647166599466446, 0.9369558676699575, 7.167853207417968e-05, 0.43825357196871007]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",5.224877446020081,0.000999000999000999,1.502434631494029,0.001998001998001998,True,0.039760239760239756,True,0.03614567250930887
KC-α/βs-GaL4,Empty-Split,False,[],"[0.911826411753384, 0.911826411753384, 0.911826411753384, 0.911826411753384, 0.911826411753384, 0.8999578354366895]","[0.7159745798891979, 0.8370636154898536, 0.43825357196871007, 0.911826411753384, 0.911826411753384, 0.14999297257278157]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.9670619181429092,0.18581418581418582,0.6107782647072051,0.7932067932067932,False,0.4560733384262796,False,0.8486459776782357
R58E02 (All PAMs),Empty-Gal4,False,[],"[0.6957611364697277, 0.6957611364697277, 0.5362240792708042, 0.14212515883208787, 0.6957611364697277, 0.861855796318015]","[0.5798009470581065, 0.36721620202250527, 0.17874135975693473, 0.023687526472014643, 0.537265926636113, 0.861855796318015]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.3570167167318212,0.5114885114885115,0.9475247092646492,0.2087912087912088,False,0.692423223035468,False,0.3770367563471012
MB188B (PAM-08),Empty-Split,False,[],"[0.9369558676699575, 0.413267701392726, 0.9369558676699575, 0.9369558676699575, 0.8395815360920829, 0.8395815360920829]","[0.861855796318015, 0.068877950232121, 0.9369558676699575, 0.692486835516168, 0.41979076804604143, 0.31895098736180794]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.466661457916923,0.4225774225774226,1.1306946125842634,0.03696303696303696,False,0.6212537462537463,False,0.14422832069890892
SS52244-GAL4 (P-F1N3 (target FSB)),Empty-Split,False,[],"[0.5461064478343309, 0.5461064478343309, 1.0, 0.5461064478343309, 1.0, 0.5461064478343309]","[0.3640709652228873, 0.3468892911616084, 1.0, 0.3640709652228873, 1.0, 0.268871649924487]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.1889701122011647,0.6123876123876124,0.9163267810660598,0.2977022977022977,False,0.7266526576871405,False,0.4514132484057296
MB113C (OA-VPM4),Empty-Split,False,[],"[0.911826411753384, 0.8591694958670374, 0.8591694958670374, 0.8591694958670374, 0.8591694958670374, 0.8591694958670374]","[0.911826411753384, 0.5798009470581065, 0.43825357196871007, 0.7159745798891979, 0.5166025822370435, 0.4765462117850495]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.2385722351402566,0.2177822177822178,0.9191390220268846,0.25074925074925075,False,0.4560733384262796,False,0.41582584082584084
MB320C (PPL1-01),Empty-Split,False,[],"[0.3645961561054132, 1.0, 0.3645961561054132, 0.3586116519655803, 0.3645961561054132, 0.3645961561054132]","[0.20006609056316782, 1.0, 0.28919323724869117, 0.05976860866093005, 0.21140013326822704, 0.3038301300878443]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.9463116925733452,0.21578421578421578,1.1121710150525448,0.061938061938061936,False,0.4560733384262796,False,0.19564562421705278
MB194B (PAM-09),Empty-Split,False,[],"[0.28959327301912413, 0.6559104900442466, 0.28959327301912413, 0.19961631524298037, 0.28959327301912413, 0.28959327301912413]","[0.24132772751593679, 0.6559104900442466, 0.24132772751593679, 0.03326938587383006, 0.20383918699366232, 0.20383918699366232]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",0.9140501685269836,0.7682317682317682,1.0634807599018006,0.08891108891108891,False,0.8175300635193683,False,0.24326988800673013
MB109B (PAM-02),Empty-Split,False,[],"[0.9873785512460885, 0.9568529620854238, 0.9873785512460885, 0.9873785512460885, 0.9568529620854238, 0.9873785512460885]","[0.9873785512460885, 0.16873524285558883, 0.886784835609217, 0.7397342431142654, 0.31895098736180794, 0.9369558676699575]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.531832108245009,0.33466533466533466,0.5281570850363624,0.8971028971028971,False,0.5386871193322806,False,0.9108340638952884
SS54549 (P-F3-5R patch line),Empty-Split,False,[],"[0.4784264810427119, 0.5956306857535045, 0.6692911266180891, 0.4784264810427119, 0.44306190337973833, 0.4774663294385547]","[0.28919323724869117, 0.4963589047945871, 0.6692911266180891, 0.31895098736180794, 0.07384365056328972, 0.1591554431461849]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.3490446438653825,0.12087912087912088,1.1585836218099226,0.03696303696303696,False,0.4560733384262796,False,0.14422832069890892
MB213B (PAM-04),Empty-Split,False,[],"[0.5259676827478296, 0.5259676827478296, 0.911826411753384, 0.5259676827478296, 0.5259676827478296, 0.911826411753384]","[0.17874135975693473, 0.35064512183188634, 0.911826411753384, 0.28919323724869117, 0.23544562486885767, 0.812432208131742]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.7056785850193172,0.40559440559440557,0.8237046301799238,0.4695304695304695,False,0.6205007114098023,False,0.5839785214785215
MB065B (PPL1-06),Empty-Split,False,[],"[1.0, 1.0, 1.0, 0.42371525343577543, 0.33361722727355064, 0.5227303518123327]","[1.0, 0.8370636154898536, 0.7159745798891979, 0.14123841781192514, 0.05560287121225844, 0.26136517590616637]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.4640010424620573,0.5214785214785215,0.6040718591302505,0.8221778221778222,False,0.6978055501545434,False,0.8611230874388769
MB032B (PAM-06),Empty-Split,False,[],"[0.5956306857535045, 0.5956306857535045, 0.886784835609217, 0.5956306857535045, 0.5956306857535045, 0.5956306857535045]","[0.4765462117850495, 0.3842667981691905, 0.886784835609217, 0.35064512183188634, 0.4963589047945871, 0.4017932346855225]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.199866035039239,0.6203796203796204,0.8039224728798036,0.4725274725274725,False,0.7266526576871405,False,0.5840556958569381
MB441B (PAM-12),Empty-Split,False,[],"[0.911826411753384, 0.911826411753384, 0.911826411753384, 0.911826411753384, 0.911826411753384, 0.911826411753384]","[0.7397342431142654, 0.6464067390155086, 0.7637449284635762, 0.21140013326822704, 0.4963589047945871, 0.911826411753384]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.2972962900441865,0.5874125874125874,0.5995372293379033,0.8421578421578422,False,0.7173609523007114,False,0.8728615134865135
50742 (MB247-GAL4),Empty-Gal4,False,[],"[0.4234511649641708, 0.47972527099886897, 0.1127911528228709, 0.5966894708177294, 0.5966894708177294, 0.4234511649641708]","[0.15614169730137287, 0.3198168473325793, 0.018798525470478483, 0.5966894708177294, 0.5966894708177294, 0.2117255824820854]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.667795934887922,0.07292707292707293,1.1935978663059472,0.08491508491508491,False,0.38190756611809246,False,0.2380014351845338
51973 (Tk-GAL4 2Ma),Empty-Gal4,False,[],"[0.42371525343577543, 0.5227303518123327, 0.6026898520282838, 0.6238520809623239, 0.42371525343577543, 0.6238520809623239]","[0.14123841781192514, 0.26136517590616637, 0.4017932346855225, 0.6016446404961844, 0.10323093020037072, 0.6238520809623239]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.0430382966215275,0.1048951048951049,0.9641978397284627,0.16683316683316685,False,0.4560733384262796,False,0.3569870989225828
51970 (Capa-GAL4 5F),Empty-Gal4,False,[],"[0.4557451951317665, 0.525904286362452, 0.4557451951317665, 0.09813475058946135, 0.09813475058946135, 0.9369558676699575]","[0.2481686938067007, 0.43825357196871007, 0.3038301300878443, 0.03271158352982045, 0.01841949206388605, 0.9369558676699575]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.5646980755567912,0.011988011988011988,1.288128270999296,0.002997002997002997,False,0.10843701752792662,True,0.037275224775224776
86695 (LH1284),Empty-Split,True,['PCA2'],"[0.40908731422135114, 0.03334206019392374, 0.21597610808857867, 0.35958924796402986, 0.25330921929261774, 0.24461116236154845]","[0.40908731422135114, 0.005557010032320622, 0.07199203602952622, 0.29965770663669156, 0.16887281286174516, 0.12230558118077423]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.4397826409563668,0.45254745254745254,0.9898668113883965,0.32167832167832167,False,0.6398038581137172,False,0.4605322734819137
SS47432 (LNa imaging line),Empty-Split,False,[],"[0.05429604308729549, 0.30969279060111216, 0.40013218112633564, 0.9369558676699575, 0.9369558676699575, 0.6296861520690622]","[0.009049340514549248, 0.10323093020037072, 0.20006609056316782, 0.7879850135276372, 0.9369558676699575, 0.41979076804604143]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.0064797410267654,0.34465534465534464,0.8381415614106424,0.42957042957042957,False,0.5443366157651872,False,0.5587223234282058
R70G12 (E-PG),Empty-Split,False,[],"[0.5500779864018184, 0.6957611364697277, 0.9873785512460885, 0.5500779864018184, 0.6957611364697277, 0.5500779864018184]","[0.2750389932009092, 0.5798009470581065, 0.9873785512460885, 0.20006609056316782, 0.5583365375081784, 0.23544562486885767]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.1143144288195321,0.6233766233766234,0.6435294290246376,0.7722277722277723,False,0.7266526576871405,False,0.8351811232246016
51980 (Burs-GAL4 4M),Empty-Gal4,True,['PCA4'],"[0.159458383944582, 0.137755900464242, 0.159458383944582, 0.006348811327789961, 0.10614400579989938, 0.4963589047945871]","[0.132881986620485, 0.068877950232121, 0.11009878371155198, 0.0010581352212983269, 0.035381335266633125, 0.4963589047945871]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.8693843487117379,0.001998001998001998,1.3967968688734864,0.002997002997002997,True,0.045877199723353565,True,0.037275224775224776
51975 (Tk-GAL4 5Fa),Empty-Gal4,False,[],"[0.6026898520282838, 0.08524081330363903, 0.1550457184932489, 0.40013218112633564, 0.8370636154898536, 0.7219735685954213]","[0.4017932346855225, 0.014206802217273171, 0.0516819061644163, 0.20006609056316782, 0.8370636154898536, 0.6016446404961844]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.0850580185420868,0.5404595404595405,1.1830879594118522,0.022977022977022976,False,0.7068487068487069,False,0.12357912357912357
51977 (Crz-GAL4 4M),Empty-Gal4,False,[],"[0.206633850696363, 0.206633850696363, 0.5764001972537858, 0.3183108862923698, 0.7159745798891979, 0.7159745798891979]","[0.05976860866093005, 0.068877950232121, 0.3842667981691905, 0.1591554431461849, 0.6464067390155086, 0.7159745798891979]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",0.936783649762639,0.5374625374625375,0.8197248153183133,0.44555444555444557,False,0.7068487068487069,False,0.5683675299059915
51976 (Crz-GAL4 3M),Empty-Gal4,False,[],"[0.3822614337064435, 0.06318724638089565, 0.2188696878624629, 0.10829653461438059, 0.8301322406402155, 0.8301322406402155]","[0.25484095580429567, 0.010531207730149275, 0.10943484393123146, 0.036098844871460194, 0.753865329868274, 0.8301322406402155]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.4068460740279232,0.1888111888111888,0.9610023966050102,0.2047952047952048,False,0.4560733384262796,False,0.3770367563471012
51978 (AstA-GAL4 3M),Empty-Gal4,False,[],"[0.6238520809623239, 0.44638251505651216, 0.44638251505651216, 0.6238520809623239, 0.6238520809623239, 0.44638251505651216]","[0.5583365375081784, 0.0846530330989827, 0.21140013326822704, 0.41979076804604143, 0.6238520809623239, 0.22319125752825608]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",0.7504391727327285,0.9230769230769231,0.7223001263843084,0.6183816183816184,False,0.9372056514913658,False,0.7083720876824325
51979 (AstA-GAL4 5),Empty-Gal4,True,"['PCA2', 'PCA4']","[0.31710019990234056, 0.004518103018617012, 0.29998594514556315, 0.027148021543647746, 0.4207741461982636, 1.0]","[0.21140013326822704, 0.000753017169769502, 0.14999297257278157, 0.009049340514549248, 0.35064512183188634, 1.0]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.5393689258189673,0.28471528471528473,1.2426683400412533,0.011988011988011988,False,0.497002997002997,False,0.08226256502118572
51974 (Tk-GAL4 3Ma),Empty-Gal4,False,[],"[1.0, 1.0, 0.10614400579989938, 0.5764001972537858, 0.5764001972537858, 0.10614400579989938]","[0.911826411753384, 1.0, 0.035381335266633125, 0.3842667981691905, 0.3345561838743112, 0.023687526472014643]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.1833723679951562,0.5544455544455544,0.8941138692467275,0.3006993006993007,False,0.7072734957350342,False,0.4514132484057296
SS52577-gal4 (PBG2‐9.s‐FBℓ3.b‐NO2V.b (PB)),Empty-Split,False,[],"[0.1407872462385595, 0.11864739394898134, 0.11864739394898134, 0.11864739394898134, 0.11864739394898134, 0.36721620202250527]","[0.11732270519879959, 0.07909826263265422, 0.06418997117728065, 0.05560287121225844, 0.06418997117728065, 0.36721620202250527]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.100986731979458,0.2947052947052947,0.9397481195772833,0.2217782217782218,False,0.5099682925769883,False,0.3772125310586849
86652 (LH2033),Empty-Split,False,[],"[0.7562483283307082, 0.7562483283307082, 0.7562483283307082, 0.7702606318166959, 0.7702606318166959, 0.7702606318166959]","[0.3781241641653541, 0.19935213527890872, 0.27959226128562514, 0.5365835537460252, 0.7702606318166959, 0.7702606318166959]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.5915986491001892,0.5504495504495505,1.2660187106496978,0.3086913086913087,False,0.7072734957350342,False,0.4541954395968995
41731 (IR8a-GAL4),Empty-Gal4,True,['PCA2'],"[0.39870427055781743, 0.04439953639038307, 0.2685815328835924, 0.4118814823620316, 0.4118814823620316, 0.45368361615501207]","[0.19935213527890872, 0.007399922731730511, 0.08952717762786412, 0.3432345686350263, 0.27959226128562514, 0.45368361615501207]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",11.272651438890618,0.000999000999000999,1.9584505320194299,0.000999000999000999,True,0.039760239760239756,True,0.033133533133533136
86639 (LH1990),Empty-Split,False,[],"[0.26477012689827334, 0.26477012689827334, 0.26477012689827334, 0.9741002704389433, 0.5444203393860144, 0.26477012689827334]","[0.15563612588784212, 0.13652708847216855, 0.17651341793218223, 0.9741002704389433, 0.45368361615501207, 0.13652708847216855]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",3.1886038437286404,0.14985014985014986,1.3904033592053793,0.17382617382617382,False,0.4560733384262796,False,0.36032717282717286
34497 (MZ19-GAL4),Empty-Gal4,False,[],"[0.11871080864215876, 0.10966150554251242, 0.9741002704389433, 0.2071086807928913, 0.9741002704389433, 0.9741002704389433]","[0.03957026954738625, 0.018276917590418735, 0.9225385598383311, 0.10355434039644565, 0.9741002704389433, 0.8711700199114387]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",6.7800906497938564,0.003996003996003996,1.8176335175163556,0.01098901098901099,False,0.05301365301365302,False,0.07810047095761383
41737 (IR25a mutant),TNTxPR,False,[],"[0.9741002704389433, 0.9741002704389433, 0.9741002704389433, 0.9741002704389433, 0.9741002704389433, 0.9741002704389433]","[0.9741002704389433, 0.9741002704389433, 0.6729174715444739, 0.5365835537460252, 0.9225385598383311, 0.8204107105708937]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",0.8810443983654836,0.9790209790209791,0.5943860888987754,0.984015984015984,False,0.9889602783003799,False,0.984015984015984
41728 (IR25a-GAL4),Empty-Gal4,True,"['PCA1', 'PCA3', 'PCA5']","[0.0010698683467562187, 0.2990282029183631, 0.005572230972688639, 0.6729174715444739, 0.023685696454575172, 0.6729174715444739]","[0.00017831139112603643, 0.19935213527890872, 0.0018574103242295463, 0.6729174715444739, 0.011842848227287586, 0.5805224523759993]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",4.058638052991635,0.000999000999000999,1.815707476002057,0.004995004995004995,True,0.039760239760239756,True,0.047333618762190194
30026 (GH146-GAL4),Empty-Gal4,True,['PCA6'],"[0.2240631222324586, 0.06600493328182115, 0.16383250616660225, 0.06600493328182115, 0.11538975898243634, 0.0006240898689411276]","[0.2240631222324586, 0.033002466640910576, 0.13652708847216855, 0.022437516716692918, 0.07692650598829089, 0.00010401497815685458]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",8.242125490707036,0.002997002997002997,1.9907979133712541,0.001998001998001998,True,0.045877199723353565,True,0.03614567250930887
86637 (LH2220),Empty-Split,False,[],"[0.6729174715444739, 0.13153436952063954, 0.13153436952063954, 0.26477012689827334, 0.13153436952063954, 0.3010431216380873]","[0.6729174715444739, 0.06576718476031977, 0.055856043270230915, 0.17651341793218223, 0.02729650212487741, 0.2508692680317394]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.96910896928905,0.45554445554445555,1.4250384402799177,0.13486513486513488,False,0.6398038581137172,False,0.3157430804489628
86630 (LH2385),Empty-Split,False,[],"[0.07105708936372553, 0.5591845225712503, 0.9741002704389433, 0.6966269428511992, 0.5591845225712503, 0.6966269428511992]","[0.011842848227287586, 0.2240631222324586, 0.9741002704389433, 0.5805224523759993, 0.27959226128562514, 0.5365835537460252]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",3.0399726834769063,0.15384615384615385,0.8474611455746546,0.8681318681318682,False,0.4560733384262796,False,0.8859397013243168
86634 (LH2193),Empty-Split,False,[],"[0.08879907278076615, 0.4537489969984249, 0.3360946833486879, 0.3360946833486879, 0.49420487978840383, 0.3360946833486879]","[0.014799845463461024, 0.3781241641653541, 0.17651341793218223, 0.2240631222324586, 0.49420487978840383, 0.17651341793218223]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.2561509312967347,0.6853146853146853,1.0254463551231894,0.6193806193806194,False,0.7576534576534576,False,0.7083720876824325
86636 (LH2087),Empty-Split,False,[],"[0.5017385360634788, 0.5017385360634788, 0.870783678563999, 0.5017385360634788, 0.9741002704389433, 0.9741002704389433]","[0.08952717762786412, 0.2508692680317394, 0.5805224523759993, 0.2508692680317394, 0.9741002704389433, 0.8711700199114387]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.4887937985211748,0.36563436563436563,1.3077571759206827,0.2597402597402597,False,0.5684471778221778,False,0.4271761296554685
86632 (LH2392),Empty-Split,True,['PCA2'],"[0.721120984278879, 0.020238342892805135, 0.2384914856310737, 0.26477012689827334, 0.06731255015007875, 0.721120984278879]","[0.6260810128087017, 0.003373057148800856, 0.11924574281553685, 0.17651341793218223, 0.022437516716692918, 0.721120984278879]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.1273911418026104,0.4565434565434565,1.6021119351925097,0.04595404595404595,False,0.6398038581137172,False,0.16934916934916933
86678 (LH1112),Empty-Split,False,[],"[0.3351362596213855, 0.622329043953758, 0.7512972153704419, 0.8204107105708937, 0.622329043953758, 0.622329043953758]","[0.055856043270230915, 0.4148860293025053, 0.6260810128087017, 0.8204107105708937, 0.3432345686350263, 0.2508692680317394]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",0.8195774843600374,0.7152847152847153,1.1052508511287982,0.4955044955044955,False,0.7778232696265484,False,0.5988133079042169
86681 (LH141),Empty-Split,True,['PCA2'],"[0.5671862462480312, 0.020238342892805135, 0.23077951796487267, 0.5017385360634788, 0.8204107105708937, 0.8204107105708937]","[0.3781241641653541, 0.003373057148800856, 0.07692650598829089, 0.2508692680317394, 0.8204107105708937, 0.8204107105708937]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",3.616926402186294,0.12087912087912088,1.6197365860273127,0.04095904095904096,False,0.4560733384262796,False,0.15378960661979532
86680 (LH788),Empty-Split,False,[],"[0.2685815328835924, 0.6260810128087017, 0.6260810128087017, 0.2730541769443371, 0.2685815328835924, 0.6260810128087017]","[0.055856043270230915, 0.6260810128087017, 0.5365835537460252, 0.13652708847216855, 0.08952717762786412, 0.6260810128087017]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",3.0000814531209348,0.15784215784215785,1.1964002015177333,0.41358641358641357,False,0.4560733384262796,False,0.5450575914152073
86657 (LH629),Empty-Split,False,[],"[0.6811924476592927, 0.17546968766952223, 0.6811924476592927, 0.6811924476592927, 0.9493683086818695, 0.6811924476592927]","[0.539325062123728, 0.02924494794492037, 0.26193283344736606, 0.3408429831042281, 0.9493683086818695, 0.5676603730494105]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.558126955084622,0.4205794205794206,1.0493264929185981,0.21878121878121878,False,0.6212537462537463,False,0.3770367563471012
86676 (LH191),Empty-Split,False,[],"[0.6966269428511992, 0.6208802639008589, 0.721120984278879, 0.39460310856191866, 0.6966269428511992, 0.4669083776635264]","[0.5805224523759993, 0.31044013195042947, 0.721120984278879, 0.06576718476031977, 0.49420487978840383, 0.15563612588784212]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.2897498783050922,0.42857142857142855,1.2485527068155104,0.3126873126873127,False,0.6225234619395204,False,0.4541954395968995
